run_name,agent,model,task,trial,backend,prompt_tokens,completion_tokens,cached_tokens,predicted_n,predicted_ms,prompt_n,prompt_ms,gen_tok_s,prompt_tok_s,finish_reason,dur_ms,content_len
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,17057,659,,,,,,,,stop,8462.709,639
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,7003,329,,,,,,,,stop,4329.962,1129
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,21535,724,,,,,,,,stop,10144.58,1731
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,17713,1167,,,,,,,,stop,13373.024,1087
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,3478,1455,,,,,,,,stop,12856.498,1460
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,23436,381,,,,,,,,stop,4541.357,1072
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,15170,1202,,,,,,,,stop,17228.736,1042
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,10912,565,,,,,,,,stop,10144.893,1243
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,9641,120,,,,,,,,stop,2042.603,387
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,13927,192,,,,,,,,stop,6461.663,501
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,12298,1010,,,,,,,,stop,17671.227,1263
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,8214,468,,,,,,,,stop,5578.6179999999995,1713
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,19895,361,,,,,,,,stop,3119.117,786
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,18839,814,,,,,,,,stop,13371.288,898
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,996,300,,,,,,,,stop,5717.72,670
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,18322,2039,,,,,,,,stop,28361.691,867
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,1587,333,,,,,,,,stop,3114.1839999999997,929
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,7514,401,,,,,,,,stop,5267.826999999999,1354
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,20960,760,,,,,,,,stop,8533.403,1059
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,13350,152,,,,,,,,stop,1839.204,417
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,9100,342,,,,,,,,stop,6394.8150000000005,1201
terminus-2-glm47-together,terminus-2,GLM-4.7,cobol-modernization,cobol-modernization__9ciYZQT,hosted,13550,242,,,,,,,,stop,4501.217,639
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,1846,170,,,,,,,,stop,1530.842,447
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,2233,434,,,,,,,,stop,3897.89,1046
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,2719,152,,,,,,,,stop,1423.98,468
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,1520,267,,,,,,,,stop,2507.473,567
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,3173,261,,,,,,,,stop,4386.678,497
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,714,330,,,,,,,,stop,5333.617,760
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,1159,437,,,,,,,,stop,4162.442,629
terminus-2-glm47-together,terminus-2,GLM-4.7,fix-git,fix-git__eoLUYYp,hosted,2985,254,,,,,,,,stop,4321.308,490
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,10909,274,,,,,,,,stop,3402.656,745
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,19377,319,,,,,,,,stop,5624.374000000001,529
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,23949,346,,,,,,,,stop,5410.421,901
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,5382,190,,,,,,,,stop,2125.032,528
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,22735,229,,,,,,,,stop,4198.139,646
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,5816,256,,,,,,,,stop,3161.077,543
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,29761,370,,,,,,,,stop,6769.641,693
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,23493,357,,,,,,,,stop,5079.882,766
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,6227,193,,,,,,,,stop,3811.985,499
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,29488,349,,,,,,,,stop,5193.668,734
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,24805,371,,,,,,,,stop,9322.435000000001,879
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,5150,288,,,,,,,,stop,3592.409,581
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,22398,199,,,,,,,,stop,1971.905,572
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,10171,359,,,,,,,,stop,5254.553,805
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,9291,366,,,,,,,,stop,4080.6959999999995,733
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,18575,452,,,,,,,,stop,5408.968,999
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,12954,221,,,,,,,,stop,3526.599,644
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,7467,172,,,,,,,,stop,1587.9160000000002,471
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,27767,330,,,,,,,,stop,4977.352,815
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,26852,322,,,,,,,,stop,2968.7450000000003,792
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,819,442,,,,,,,,stop,5623.973999999999,846
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,25501,275,,,,,,,,stop,5478.043000000001,722
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,1446,384,,,,,,,,stop,3371.09,700
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,6653,147,,,,,,,,stop,2487.993,416
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,28674,337,,,,,,,,stop,10151.683,779
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,14607,188,,,,,,,,stop,2446.117,538
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,7910,124,,,,,,,,stop,2592.0800000000004,367
terminus-2-glm47-together,terminus-2,GLM-4.7,build-pov-ray,build-pov-ray__HgRwM7M,hosted,16979,343,,,,,,,,stop,4903.112,727
terminus-2-glm47-together,terminus-2,GLM-4.7,prove-plus-comm,prove-plus-comm__jpdJP6i,hosted,2210,109,,,,,,,,stop,1592.16,353
terminus-2-glm47-together,terminus-2,GLM-4.7,prove-plus-comm,prove-plus-comm__jpdJP6i,hosted,2546,326,,,,,,,,stop,4160.821999999999,614
terminus-2-glm47-together,terminus-2,GLM-4.7,prove-plus-comm,prove-plus-comm__jpdJP6i,hosted,2783,326,,,,,,,,stop,2781.813,599
terminus-2-glm47-together,terminus-2,GLM-4.7,prove-plus-comm,prove-plus-comm__jpdJP6i,hosted,1733,493,,,,,,,,stop,4122.671,945
terminus-2-glm47-together,terminus-2,GLM-4.7,prove-plus-comm,prove-plus-comm__jpdJP6i,hosted,805,235,,,,,,,,stop,3038.1059999999998,497
terminus-2-glm47-together,terminus-2,GLM-4.7,prove-plus-comm,prove-plus-comm__jpdJP6i,hosted,1154,738,,,,,,,,stop,7568.716,1218
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,2442,126,,,,,,,,stop,2643.138,383
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,2724,440,,,,,,,,stop,3797.047,1394
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,3402,152,,,,,,,,stop,1333.844,401
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,2252,203,,,,,,,,stop,1893.012,485
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,4755,329,,,,,,,,stop,4812.514,614
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,4516,366,,,,,,,,stop,3181.5389999999998,613
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,3820,252,,,,,,,,stop,2678.7070000000003,521
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,954,274,,,,,,,,stop,2167.114,564
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,1823,324,,,,,,,,stop,2941.294,833
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,3573,216,,,,,,,,stop,2693.403,520
terminus-2-glm47-together,terminus-2,GLM-4.7,kv-store-grpc,kv-store-grpc__MSSpnpR,hosted,4088,393,,,,,,,,stop,4100.089,563
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,11082,244,,,,,,,,stop,3749.0519999999997,606
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,15305,348,,,,,,,,stop,4622.707,988
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,17171,262,,,,,,,,stop,4971.921,588
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,3183,278,,,,,,,,stop,2730.5190000000002,531
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,16182,183,,,,,,,,stop,4026.143,507
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,3636,233,,,,,,,,stop,1812.4830000000002,614
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,16732,292,,,,,,,,stop,5224.38,733
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,4004,206,,,,,,,,stop,2638.985,561
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,17540,169,,,,,,,,stop,3080.087,507
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,2034,170,,,,,,,,stop,3091.1240000000003,382
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,15939,227,,,,,,,,stop,2942.924,511
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,9305,148,,,,,,,,stop,3430.058,410
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,8570,257,,,,,,,,stop,2462.3590000000004,613
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,14714,600,,,,,,,,stop,8083.944,984
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,11675,184,,,,,,,,stop,2803.9990000000003,546
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,4435,162,,,,,,,,stop,1364.743,384
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,18725,378,,,,,,,,stop,6114.5509999999995,649
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,18473,429,,,,,,,,stop,5798.598,732
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,875,468,,,,,,,,stop,5058.737,833
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,18178,245,,,,,,,,stop,3779.303,628
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,1279,404,,,,,,,,stop,5669.456,971
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,4262,157,,,,,,,,stop,6483.924,417
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,12247,196,,,,,,,,stop,3130.7960000000003,553
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,4849,218,,,,,,,,stop,2290.257,449
terminus-2-glm47-together,terminus-2,GLM-4.7,pypi-server,pypi-server__Kh8AVj9,hosted,13583,693,,,,,,,,stop,14268.098,750
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,84459,130,,,,,,,,stop,3200.4139999999998,309
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,88782,591,,,,,,,,stop,11458.778,471
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,121487,723,,,,,,,,stop,10343.398000000001,479
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,86730,738,,,,,,,,stop,16083.021999999999,423
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,84711,432,,,,,,,,stop,5743.259,633
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,123004,816,,,,,,,,stop,624091.988,833
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,56712,413,,,,,,,,stop,8227.652,1016
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,89946,99,,,,,,,,stop,2387.218,262
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,98938,822,,,,,,,,stop,18670.154,811
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,61243,115,,,,,,,,stop,3432.698,313
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,99477,409,,,,,,,,stop,7479.9490000000005,990
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,20744,1902,,,,,,,,stop,14924.567,5127
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,46103,165,,,,,,,,stop,1949.739,492
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,30236,282,,,,,,,,stop,2488.613,685
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,34939,1187,,,,,,,,stop,17988.274,2925
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,8183,848,,,,,,,,stop,5724.577,2629
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,32556,687,,,,,,,,stop,19198.844999999998,1668
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,9747,1034,,,,,,,,stop,12207.813,3221
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,42616,1729,,,,,,,,stop,17478.123,4175
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,59361,1004,,,,,,,,stop,15030.630000000001,2409
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,100177,715,,,,,,,,stop,12917.915,1144
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,57449,992,,,,,,,,stop,31065.97,2354
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,98246,687,,,,,,,,stop,14109.581,416
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,89686,1073,,,,,,,,stop,44951.123,627
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,85021,193,,,,,,,,stop,3569.0750000000003,429
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,86944,195,,,,,,,,stop,3187.613,517
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,122409,924,,,,,,,,stop,16845.952,922
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,88507,261,,,,,,,,stop,5760.79,496
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,84205,155,,,,,,,,stop,3112.2169999999996,463
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,121745,400,,,,,,,,stop,7150.273,958
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,33981,547,,,,,,,,stop,6305.195000000001,1346
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,12120,114,,,,,,,,stop,2891.1699999999996,302
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,41220,103,,,,,,,,stop,1814.3100000000002,274
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,37186,425,,,,,,,,stop,5774.325,1077
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,6726,778,,,,,,,,stop,10121.083,2472
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,45917,273,,,,,,,,stop,5099.839,491
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,30663,633,,,,,,,,stop,5129.519,527
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,18457,966,,,,,,,,stop,12596.415,3036
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,47742,453,,,,,,,,stop,6088.782,415
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,48361,160,,,,,,,,stop,3706.407,379
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,126831,482,,,,,,,,stop,5452.706,841
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,129125,312,,,,,,,,stop,8139.608000000001,831
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,103372,824,,,,,,,,stop,14142.052,831
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,63867,679,,,,,,,,stop,9423.65,817
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,82015,262,,,,,,,,stop,3289.043,627
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,105544,689,,,,,,,,stop,8217.357,955
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,119132,526,,,,,,,,stop,6982.776000000001,724
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,72243,541,,,,,,,,stop,7180.919,884
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,110080,1674,,,,,,,,stop,15087.594,4418
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,76628,550,,,,,,,,stop,10183.683,1355
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,91924,412,,,,,,,,stop,8823.312,506
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,73118,125,,,,,,,,stop,2725.652,331
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,118215,335,,,,,,,,stop,4854.6849999999995,720
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,90821,275,,,,,,,,stop,2945.9080000000004,764
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,106668,293,,,,,,,,stop,5561.702,695
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,81338,691,,,,,,,,stop,12291.439,551
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,127713,337,,,,,,,,stop,5887.949,853
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,127363,199,,,,,,,,stop,4241.59,385
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,48133,211,,,,,,,,stop,3717.022,463
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,47909,372,,,,,,,,stop,7655.957,497
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,72741,224,,,,,,,,stop,6313.469,586
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,117757,269,,,,,,,,stop,4100.581,709
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,107114,1560,,,,,,,,stop,26267.981,4132
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,81723,679,,,,,,,,stop,8603.656,578
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,91293,158,,,,,,,,stop,3367.285,426
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,113553,239,,,,,,,,stop,3671.707,635
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,91523,259,,,,,,,,stop,3638.843,690
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,73985,1394,,,,,,,,stop,24279.471,3239
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,82395,278,,,,,,,,stop,4129.396,680
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,106147,612,,,,,,,,stop,7649.597,838
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,118671,312,,,,,,,,stop,4741.313,705
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,71977,322,,,,,,,,stop,34592.42,544
terminus-2-glm47-together,terminus-2,GLM-4.7,schemelike-metacircular-eval,schemelike-metacircular-eval__3eekSj2,hosted,102825,851,,,,,,,,stop,12095.203,900
